"V1","code","url","creator","created_t","created_datetime","last_modified_t","last_modified_datetime","product_name","generic_name","quantity","packaging","packaging_tags","brands","brands_tags","categories","categories_tags","categories_en","origins","origins_tags","manufacturing_places","manufacturing_places_tags","labels","labels_tags","labels_en","emb_codes","emb_codes_tags","first_packaging_code_geo","cities","cities_tags","purchase_places","stores","countries","countries_tags","countries_en","ingredients_text","allergens","allergens_en","traces","traces_tags","traces_en","serving_size","no_nutriments","additives_n","additives","additives_tags","additives_en","ingredients_from_palm_oil_n","ingredients_from_palm_oil","ingredients_from_palm_oil_tags","ingredients_that_may_be_from_palm_oil_n","ingredients_that_may_be_from_palm_oil","ingredients_that_may_be_from_palm_oil_tags","nutrition_grade_uk","nutrition_grade_fr","pnns_groups_1","pnns_groups_2","states","states_tags","states_en","main_category","main_category_en","image_url","image_small_url","energy_100g","energy_from_fat_100g","fat_100g","saturated_fat_100g","butyric_acid_100g","caproic_acid_100g","caprylic_acid_100g","capric_acid_100g","lauric_acid_100g","myristic_acid_100g","palmitic_acid_100g","stearic_acid_100g","arachidic_acid_100g","behenic_acid_100g","lignoceric_acid_100g","cerotic_acid_100g","montanic_acid_100g","melissic_acid_100g","monounsaturated_fat_100g","polyunsaturated_fat_100g","omega_3_fat_100g","alpha_linolenic_acid_100g","eicosapentaenoic_acid_100g","docosahexaenoic_acid_100g","omega_6_fat_100g","linoleic_acid_100g","arachidonic_acid_100g","gamma_linolenic_acid_100g","dihomo_gamma_linolenic_acid_100g","omega_9_fat_100g","oleic_acid_100g","elaidic_acid_100g","gondoic_acid_100g","mead_acid_100g","erucic_acid_100g","nervonic_acid_100g","trans_fat_100g","cholesterol_100g","carbohydrates_100g","sugars_100g","sucrose_100g","glucose_100g","fructose_100g","lactose_100g","maltose_100g","maltodextrins_100g","starch_100g","polyols_100g","fiber_100g","proteins_100g","casein_100g","serum_proteins_100g","nucleotides_100g","salt_100g","sodium_100g","alcohol_100g","vitamin_a_100g","beta_carotene_100g","vitamin_d_100g","vitamin_e_100g","vitamin_k_100g","vitamin_c_100g","vitamin_b1_100g","vitamin_b2_100g","vitamin_pp_100g","vitamin_b6_100g","vitamin_b9_100g","vitamin_b12_100g","biotin_100g","pantothenic_acid_100g","silica_100g","bicarbonate_100g","potassium_100g","chloride_100g","calcium_100g","phosphorus_100g","iron_100g","magnesium_100g","zinc_100g","copper_100g","manganese_100g","fluoride_100g","selenium_100g","chromium_100g","molybdenum_100g","iodine_100g","caffeine_100g","taurine_100g","ph_100g","fruits_vegetables_nuts_100g","collagen_meat_protein_ratio_100g","cocoa_100g","chlorophyl_100g","carbon_footprint_100g","nutrition_score_fr_100g","nutrition_score_uk_100g"
1,100030,"http://world-en.openfoodfacts.org/product/3222475745867/confiture-de-fraise-fraise-des-bois-au-sucre-de-canne-casino-delices","sebleouf",1424747544,"2015-02-24T03:12:24Z",1438445887,"2015-08-01T16:18:07Z","Confiture de fraise fraise des bois au sucre de canne","","265 g","Bocal,Verre","bocal,verre","Casino Délices","casino-delices","Aliments et boissons �  base de végétaux,Aliments d'origine végétale,Aliments �  base de fruits et de légumes,Petit-déjeuners,Produits �  tartiner,Fruits et produits dérivés,Pâtes �  tartiner végétaux,Produits �  tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits,Confitures de fruits rouges,Confitures de fraises","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:breakfasts,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:jams,en:fruit-jams,en:berry-jams,en:strawberry-jams","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Breakfasts,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Berry jams,Strawberry jams","","","France","france","","","","EMB 78015","emb-78015","48.983333,2.066667",NA,"andresy-yvelines-france","Lyon,France","Casino","France","en:france","France","Sucre de canne, fraises 40 g, fraises des bois 14 g, gélifiant : pectines de fruits, jus de citron concentré. Préparée avec 54 g de fruits pour 100 g de produit fini.","",NA,"Lait,Fruits �  coque","en:milk,en:nuts","Milk,Nuts","15 g",NA,1,"[ sucre-de-canne -> fr:sucre-de-canne  ]  [ sucre-de -> fr:sucre-de  ]  [ sucre -> fr:sucre  ]  [ fraises-40-g -> fr:fraises-40-g  ]  [ fraises-40 -> fr:fraises-40  ]  [ fraises -> fr:fraises  ]  [ fraises-des-bois-14-g -> fr:fraises-des-bois-14-g  ]  [ fraises-des-bois-14 -> fr:fraises-des-bois-14  ]  [ fraises-des-bois -> fr:fraises-des-bois  ]  [ fraises-des -> fr:fraises-des  ]  [ fraises -> fr:fraises  ]  [ pectines-de-fruits -> fr:pectines-de-fruits  ]  [ pectines-de -> fr:pectines-de  ]  [ pectines -> en:e440  -> exists  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de-produit-fini -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de-produit-fini  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de-produit -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de-produit  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g-de  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100-g  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100 -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour-100  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits-pour  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de-fruits -> fr:jus-de-citron-concentre-preparee-avec-54-g-de-fruits  ]  [ jus-de-citron-concentre-preparee-avec-54-g-de -> fr:jus-de-citron-concentre-preparee-avec-54-g-de  ]  [ jus-de-citron-concentre-preparee-avec-54-g -> fr:jus-de-citron-concentre-preparee-avec-54-g  ]  [ jus-de-citron-concentre-preparee-avec-54 -> fr:jus-de-citron-concentre-preparee-avec-54  ]  [ jus-de-citron-concentre-preparee-avec -> fr:jus-de-citron-concentre-preparee-avec  ]  [ jus-de-citron-concentre-preparee -> fr:jus-de-citron-concentre-preparee  ]  [ jus-de-citron-concentre -> fr:jus-de-citron-concentre  ]  [ jus-de-citron -> fr:jus-de-citron  ]  [ jus-de -> fr:jus-de  ]  [ jus -> fr:jus  ]","en:e440","E440 - Pectins",0,NA,"",0,NA,"",NA,"d","Sugary snacks","Sweets","en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded","en:plant-based-foods-and-beverages","Plant-based foods and beverages","http://en.openfoodfacts.org/images/products/322/247/574/5867/front.8.400.jpg","http://en.openfoodfacts.org/images/products/322/247/574/5867/front.8.200.jpg",918,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,11,11
2,100050,"http://world-en.openfoodfacts.org/product/5410976880110/guylian-sea-shells-selection","foodorigins",1450316429,"2015-12-17T01:40:29Z",1450817956,"2015-12-22T20:59:16Z","Guylian Sea Shells Selection","","375g","Plastic,Box","plastic,box","Guylian","guylian","Chocolate","en:sugary-snacks,en:chocolates","Sugary snacks,Chocolates","","","Belgium","belgium","","","","","","",NA,"","NSW,Australia","","Australia","en:australia","Australia","","",NA,"","","","",NA,NA,"","","",NA,NA,"",NA,NA,"",NA,"","Sugary snacks","Chocolate products","en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded","en:sugary-snacks","Sugary snacks","http://en.openfoodfacts.org/images/products/541/097/688/0110/front.7.400.jpg","http://en.openfoodfacts.org/images/products/541/097/688/0110/front.7.200.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,100079,"http://world-en.openfoodfacts.org/product/3264750423503/pates-de-fruits-aromatisees-jacquot","domdom26",1428674916,"2015-04-10T14:08:36Z",1428739289,"2015-04-11T08:01:29Z","Pâtes de fruits aromatisées","Pâtes de fruits","1 kg","Carton,plastique","carton,plastique","Jacquot","jacquot","pâtes de fruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:sugary-snacks,en:confectioneries,en:fruits-based-foods,en:fruit-pastes","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Sugary snacks,Confectioneries,Fruits based foods,Fruit pastes","","","","","","","","","","",NA,"","France","","France","en:france","France","Pulpe de pommes 50% , sucre, sirop de glucose, gélifiant : pectine, acidifiant : acide citrique, arômes, colorants naturels : extrait de paprika — complexes cuivre—chlorophyllines — curcumine — antnocyanes","",NA,"","","","",NA,2,"[ pulpe-de-pommes-50 -> fr:pulpe-de-pommes-50  ]  [ pulpe-de-pommes -> fr:pulpe-de-pommes  ]  [ pulpe-de -> fr:pulpe-de  ]  [ pulpe -> fr:pulpe  ]  [ sucre -> fr:sucre  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ pectine -> en:e440  -> exists  ]  [ acide-citrique -> en:e330  -> exists  ]  [ aromes -> fr:aromes  ]  [ naturels -> fr:naturels  ]  [ extrait-de-paprika-complexes-cuivre-chlorophyllines-curcumine-antnocyanes -> fr:extrait-de-paprika-complexes-cuivre-chlorophyllines-curcumine-antnocyanes  ]  [ extrait-de-paprika-complexes-cuivre-chlorophyllines-curcumine -> fr:extrait-de-paprika-complexes-cuivre-chlorophyllines-curcumine  ]  [ extrait-de-paprika-complexes-cuivre-chlorophyllines -> fr:extrait-de-paprika-complexes-cuivre-chlorophyllines  ]  [ extrait-de-paprika-complexes-cuivre -> fr:extrait-de-paprika-complexes-cuivre  ]  [ extrait-de-paprika-complexes -> fr:extrait-de-paprika-complexes  ]  [ extrait-de-paprika -> fr:extrait-de-paprika  ]  [ extrait-de -> fr:extrait-de  ]  [ extrait -> fr:extrait  ]","en:e440,en:e330","E440 - Pectins,E330 - Citric acid",0,NA,"",0,NA,"",NA,"","Fruits and vegetables","Fruits","en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Photos validated,Photos uploaded","en:plant-based-foods-and-beverages","Plant-based foods and beverages","http://en.openfoodfacts.org/images/products/326/475/042/3503/front.6.400.jpg","http://en.openfoodfacts.org/images/products/326/475/042/3503/front.6.200.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,100094,"http://world-en.openfoodfacts.org/product/8006040247001/nata-vegetal-a-base-de-soja-valsoia","javichu",1420416591,"2015-01-05T00:09:51Z",1420417876,"2015-01-05T00:31:16Z","Nata vegetal a base de soja &quot;Valsoia&quot;","Nata vegetal a base de soja","200 ml","Tetra Brik","tetra-brik","Valsoia,//Propiedad de://,Valsoia S.p.A.","valsoia,propiedad-de,valsoia-s-p-a","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Natas vegetales,Natas vegetales a base de soja para cocinar,Natas vegetales para cocinar","en:plant-based-foods-and-beverages,en:plant-based-foods,en:plant-based-creams,en:plant-based-creams-for-cooking,en:soy-based-creams-for-cooking","Plant-based foods and beverages,Plant-based foods,Plant-based creams,Plant-based creams for cooking,Soy-based creams for cooking","","","Italia","italia","Vegetariano,Vegano,Sin gluten,Sin OMG,Sin lactosa","en:vegetarian,en:vegan,en:gluten-free,en:no-gmos,en:no-lactose","Vegetarian,Vegan,Gluten-free,No GMOs,No lactose","","","",NA,"","Madrid,España","El Corte Inglés","España","en:spain","Spain","Extracto de soja (78%) (agua, semillas de soja 8,3%), grasas vegetales, jarabe de glucosa, dextrosa, emulsionante: mono- y diglicéridos de ácidos grasos (E-471), sal marina, estabilizantes: goma xantana (E-415), carragenatos (E-407), goma guar (E-412); aromas, antioxidante: extractos de tocoferoles (de soja) (E-306). (Nota: el envase en italiano del paquete -que puede verse en el enlace-, especifica que el producto es 100% vegetal. Por tanto los mono- y diglicéridos de ácidos grasos (E-471) son de origen no animal). ","",NA,"","","","",NA,5,"[ extracto-de-soja -> es:extracto-de-soja  ]  [ 78 -> es:78  ]  [ agua -> es:agua  ]  [ semillas-de-soja-8 -> es:semillas-de-soja-8  ]  [ 3 -> en:fd-c  ]  [ grasas-vegetales -> es:grasas-vegetales  ]  [ jarabe-de-glucosa -> es:jarabe-de-glucosa  ]  [ dextrosa -> es:dextrosa  ]  [ emulsionante -> es:emulsionante  ]  [ mono-y-digliceridos-de-acidos-grasos -> en:e471  -> exists  ]  [ e471 -> en:e471  ]  [ sal-marina -> es:sal-marina  ]  [ estabilizantes -> es:estabilizantes  ]  [ goma-xantana -> en:e415  -> exists  ]  [ e415 -> en:e415  ]  [ carragenatos -> en:e407  -> exists  ]  [ e407 -> en:e407  ]  [ goma-guar -> en:e412  -> exists  ]  [ e412 -> en:e412  ]  [ aromas -> es:aromas  ]  [ antioxidante -> es:antioxidante  ]  [ extractos-de-tocoferoles -> es:extractos-de-tocoferoles  ]  [ de-soja -> es:de-soja  ]  [ e306 -> en:e306  -> exists  ]  [ nota -> es:nota  ]  [ el-envase-en-italiano-del-paquete-que-puede-verse-en-el-enlace -> es:el-envase-en-italiano-del-paquete-que-puede-verse-en-el-enlace  ]  [ especifica-que-el-producto-es-100-vegetal-por-tanto-los-mono-y-digliceridos-de-acidos-grasos -> es:especifica-que-el-producto-es-100-vegetal-por-tanto-los-mono-y-digliceridos-de-acidos-grasos  ]  [ e471 -> en:e471  ]  [ son-de-origen-no-animal -> es:son-de-origen-no-animal  ]  [   -> es:   ]","en:e471,en:e415,en:e407,en:e412,en:e306","E471 - Mono- and diglycerides of fatty acids,E415 - Xanthan gum,E407 - Carrageenan,E412 - Guar gum,E306 - Tocopherol-rich extract",0,NA,"",1,NA,"e471-mono-et-diglycerides-d-acides-gras-alimentaires",NA,"d","unknown","unknown","en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Characteristics completed,Photos validated,Photos uploaded","en:plant-based-foods-and-beverages","Plant-based foods and beverages","http://en.openfoodfacts.org/images/products/800/604/024/7001/front.7.400.jpg","http://en.openfoodfacts.org/images/products/800/604/024/7001/front.7.200.jpg",766,NA,16.7,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,5.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2.9,NA,NA,NA,0.0508,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11
5,100124,"http://world-en.openfoodfacts.org/product/8480000340764/semillas-de-girasol-con-cascara-tostadas-aguasal-hacendado","javichu",1420501121,"2015-01-05T23:38:41Z",1445700917,"2015-10-24T15:35:17Z","Semillas de girasol con cáscara tostadas aguasal","Semillas de girasol con cáscara tostadas aguasal","200 g","Bolsa de plástico,Envasado en atmósfera protectora","bolsa-de-plastico,envasado-en-atmosfera-protectora","Hacendado,//Propiedad de://,Mercadona S.A.","hacendado,propiedad-de,mercadona-s-a","Semillas de girasol y derivados, Semillas, Semillas de girasol, Semillas de girasol con cáscara, Semillas de girasol tostadas, Semillas de girasol con cáscara tostadas, Semillas de girasol con cáscara tostadas aguasal","en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds,en:roasted-sunflower-seeds,en:unshelled-sunflower-seeds,en:roasted-unshelled-sunflower-seeds,es:semillas-de-girasol-con-cascara-tostadas-aguasal","Plant-based foods and beverages,Plant-based foods,Seeds,Sunflower seeds and their products,Sunflower seeds,Roasted sunflower seeds,Unshelled sunflower seeds,Roasted unshelled sunflower seeds,es:Semillas-de-girasol-con-cascara-tostadas-aguasal","Argentina","argentina","Beniparrell,Valencia (provincia),Comunidad Valenciana,España","beniparrell,valencia-provincia,comunidad-valenciana,espana","Vegetariano,Vegano,Sin gluten","en:vegetarian,en:vegan,en:gluten-free","Vegetarian,Vegan,Gluten-free","ES 21.016540/V EC,ENVASADOR:,IMPORTACO S.A.","es-21-016540-v-ec,envasador,importaco-s-a","",NA,"","Madrid,España","Mercadona","España","en:spain","Spain","Pipas de girasol y sal.","",NA,"Frutos de cáscara,Cacahuetes","en:nuts,en:peanuts","Nuts,Peanuts","",NA,0,"[ pipas-de-girasol-y-sal -> es:pipas-de-girasol-y-sal  ]","","",0,NA,"",0,NA,"",NA,"d","unknown","unknown","en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Characteristics completed,Photos validated,Photos uploaded","en:plant-based-foods-and-beverages","Plant-based foods and beverages","http://en.openfoodfacts.org/images/products/848/000/034/0764/front.6.400.jpg","http://en.openfoodfacts.org/images/products/848/000/034/0764/front.6.200.jpg",2359,NA,45.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,9,18.2,NA,NA,NA,3.9878,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.155,0.0038,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17
6,100136,"http://world-en.openfoodfacts.org/product/0087703177727/soft-drink","foodorigins",1437983923,"2015-07-27T07:58:43Z",1445577476,"2015-10-23T05:17:56Z","Soft Drink","","","","","","","","","","South Korea","south-korea","South Korea","south-korea","","","","","","",NA,"","","","Australia","en:australia","Australia","","",NA,"","","","",NA,NA,"","","",NA,NA,"",NA,NA,"",NA,"","unknown","unknown","en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:photos-to-be-validated, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:photos-to-be-validated,en:photos-uploaded","To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Photos to be validated,Photos uploaded","","","http://en.openfoodfacts.org/images/products/008/770/317/7727/front.8.400.jpg","http://en.openfoodfacts.org/images/products/008/770/317/7727/front.8.200.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,100194,"http://world-en.openfoodfacts.org/product/3474630390072/haarwachs-spray","date-limite-app",1442420988,"2015-09-16T16:29:48Z",1442420988,"2015-09-16T16:29:48Z","Haarwachs-Spray","","150 ml","item","item","","","","","","","","","","","","","","","",NA,"","","","en:CH","en:switzerland","Switzerland","","",NA,"","","","",NA,NA,"","","",NA,NA,"",NA,NA,"",NA,"","","","en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:photos-to-be-uploaded","en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:photos-to-be-uploaded","To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Photos to be uploaded","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,100221,"http://world-en.openfoodfacts.org/product/8032891701065/mozzarella-di-bufala-campagna-25-mg-la-contadina","jeanbono",1435686217,"2015-06-30T17:43:37Z",1451405288,"2015-12-29T16:08:08Z","Mozzarella di Bufala Campagna (25% MG)","Fromage frais �  pâte filée","250 g","Plastique,Frais,plastique","plastique,frais,plastique","La contadina","la-contadina","Mozzarella di Bufala Campana,Mozzarella","en:dairies,en:cheeses,en:italian-cheeses,en:mozzarella,fr:mozzarella-di-bufala-campana","Dairies,Cheeses,Italian cheeses,Mozzarella,fr:Mozzarella-di-bufala-campana","Italie","italie","","","Mozzarella di Bufala Campagna,AOP","en:pdo,fr:mozzarella-di-bufala-campagna","PDO,fr:Mozzarella-di-bufala-campagna","IT 15630 EC","it-15630-ec","",NA,"","France,Bron","Grand Frais","France","en:france","France","lait de buflonne, sérum greffe naturel, sel, présure.","",NA,"","","","",NA,0,"[ lait-de-buflonne -> fr:lait-de-buflonne  ]  [ lait-de -> fr:lait-de  ]  [ lait -> fr:lait  ]  [ serum-greffe-naturel -> fr:serum-greffe-naturel  ]  [ serum-greffe -> fr:serum-greffe  ]  [ serum -> fr:serum  ]  [ sel -> fr:sel  ]  [ presure -> fr:presure  ]","","",0,NA,"",0,NA,"",NA,"c","Milk and dairy products","Cheese","en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:characteristics-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:characteristics-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Characteristics completed,Photos validated,Photos uploaded","en:dairies","Dairies","http://en.openfoodfacts.org/images/products/803/289/170/1065/front.6.400.jpg","http://en.openfoodfacts.org/images/products/803/289/170/1065/front.6.200.jpg",1198,NA,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,0.56,0.220472440944882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15
